Translated_Comment,Cleaned_Translated_Comment,Sentiment_Scores,Sentiment_Compound,Sentiment_Label
"Seriously?!!! They're putting sh*t in our water, please test the water?!!",seriously theyre putting sht in our water please test the water,"{'neg': 0.131, 'neu': 0.692, 'pos': 0.177, 'compound': 0.1531}",0.1531,Positive
Not falling for this again. I DO NOT COMPLY!,not falling for this again i do not comply,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.1139}",0.1139,Positive
Is only a flu ðŸ¤§ is very common! I have spoken to nurse from China ðŸ‡¨ðŸ‡³ is all fake news,is only a flu ðÿ is very common i have spoken to nurse from china ðÿðÿ³ is all fake news,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
Please stop,please stop,"{'neg': 0.489, 'neu': 0.0, 'pos': 0.511, 'compound': 0.0258}",0.0258,Neutral
Iâ€:trade_mark:m moving to the woods this time.,iâtrade_markm moving to the woods this time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"â€œChina state mediaâ€ give me a break! We canâ€:trade_mark:t trust our own biased media, which is ran by the democrat party",âœchina state mediaâ give me a break we canâtrade_markt trust our own biased media which is ran by the democrat party,"{'neg': 0.08, 'neu': 0.69, 'pos': 0.23, 'compound': 0.5994}",0.5994,Positive
And once again monitoring but not stopping flights from china will once again bring that over here.,and once again monitoring but not stopping flights from china will once again bring that over here,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.1695}",0.1695,Positive
Donâ€:trade_mark:t start this shit againâ€¦.ðŸ˜’,donâtrade_markt start this shit againâðÿ,"{'neg': 0.515, 'neu': 0.485, 'pos': 0.0, 'compound': -0.6428}",-0.6428,Negative
Your welcome. Back at chaâ€:trade_mark:.,your welcome back at chaâtrade_mark,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}",0.4588,Positive
"Oh no! Another ""mystery"" money-maker....",oh no another mystery moneymaker,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
Hmm.. right on schedule.,hmm right on schedule,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here we go again,here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Could they keep it ..this time please,could they keep it this time please,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.3182,Positive
"Yeah, coz we can trust the CDC's word on it.",yeah coz we can trust the cdcs word on it,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705,Positive
Unbiased my ass y'all were shit talking china,unbiased my ass yall were shit talking china,"{'neg': 0.621, 'neu': 0.379, 'pos': 0.0, 'compound': -0.802}",-0.802,Negative
Not so mysterious when they did 10 years research on this specifically in African and china childrenâ€¦..,not so mysterious when they did 10 years research on this specifically in african and china childrenâ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Why canâ€:trade_mark:t we get meaningful, insightful information from a doctor?  A flu is considered a respiratory illness but it doesnâ€:trade_mark:t affect the â€œ lower respiratory tract.â€ This respiratory illness is different from the flu. It isnâ€:trade_mark:t limited to the â€œ upper respiratory tract.â€  Itâ€:trade_mark:s shameful when people in the comments section know more than the doctors.",why canâtrade_markt we get meaningful insightful information from a doctor a flu is considered a respiratory illness but it doesnâtrade_markt affect the âœ lower respiratory tractâ this respiratory illness is different from the flu it isnâtrade_markt limited to the âœ upper respiratory tractâ itâtrade_marks shameful when people in the comments section know more than the doctors,"{'neg': 0.288, 'neu': 0.689, 'pos': 0.024, 'compound': -0.9545}",-0.9545,Negative
Now trump will lie about this his entire first year as president.,now trump will lie about this his entire first year as president,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"So you all know it's a mild cold unless you're already sick or immunocompromised. Then it can be like a cold when you're immunocompromised. I'm not saying this outlet is dooming but just don't let anyone doom to like last time...Wash your hands, drink lots of water, don't go into crowded areas and especially for long periods if you are really old or really young or sick already....",so you all know its a mild cold unless youre already sick or immunocompromised then it can be like a cold when youre immunocompromised im not saying this outlet is dooming but just dont let anyone doom to like last timewash your hands drink lots of water dont go into crowded areas and especially for long periods if you are really old or really young or sick already,"{'neg': 0.119, 'neu': 0.782, 'pos': 0.099, 'compound': -0.3629}",-0.3629,Negative
Make sure you stock up on toilet paper,make sure you stock up on toilet paper,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive
Hoodwink  More People Virus ðŸ¤¨,hoodwink more people virus ðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Who trusts the cdc ??,who trusts the cdc,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.4767,Positive
"2:04 The slide says RMVP. So are there two types of this virus? Which is worse, RMVP or HMVP?",204 the slide says rmvp so are there two types of this virus which is worse rmvp or hmvp,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
President Trump... stop the madness,president trump stop the madness,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
Another â€œleakâ€ from the Wuhan Lab? Of course Big Pharma is already working on a v@xxine ðŸ:trade_mark:„,another âœleakâ from the wuhan lab of course big pharma is already working on a vxxine ðÿtrade_mark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Love Brian Entin.,love brian entin,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive
Funny how he said you can't trust the chinese media yet he works for the corrupt US media lol. Only independent news sources are credible.,funny how he said you cant trust the chinese media yet he works for the corrupt us media lol only independent news sources are credible,"{'neg': 0.089, 'neu': 0.724, 'pos': 0.187, 'compound': 0.4585}",0.4585,Positive
Anything can be turned into a pandemic if governments and the weak minded over react a little bit.,anything can be turned into a pandemic if governments and the weak minded over react a little bit,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
It's not a mystery virus at all. Unless you get Ross on to talk about it ;-),its not a mystery virus at all unless you get ross on to talk about it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
How more OBVIOUS could these crooks be!? Like really?! ðŸ¤¨,how more obvious could these crooks be like really ðÿ,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive
"And here we go again !!! What's wrong big Pharma, running low in funds, do you need a fast Injection of cash ???",and here we go again whats wrong big pharma running low in funds do you need a fast injection of cash,"{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.6369}",-0.6369,Negative
Here we go again....    just in time for the inauguration,here we go again just in time for the inauguration,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Here comes the bullshit,here comes the bullshit,"{'neg': 0.559, 'neu': 0.441, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
not bats this time? what the hell was this time?,not bats this time what the hell was this time,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
Hospitals are at breaking point in the U.K. and are implementing critical measures. The Chinese are at it again!,hospitals are at breaking point in the uk and are implementing critical measures the chinese are at it again,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
The conspiracy theorists dutifully spring to attention now. Oh wow!,the conspiracy theorists dutifully spring to attention now oh wow,"{'neg': 0.224, 'neu': 0.526, 'pos': 0.25, 'compound': 0.1027}",0.1027,Positive
Been spreading for atleast 2 weeks. All planes to china should  have been shut down until  further notice but mainstream silent to late a holes!!!,been spreading for atleast 2 weeks all planes to china should have been shut down until further notice but mainstream silent to late a holes,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"HMPV is not mysterious, it has been around for decades. No need to worry, it's just clickbait for the news agencies",hmpv is not mysterious it has been around for decades no need to worry its just clickbait for the news agencies,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
Rememberâ€¦ this is found first in CHINA,rememberâ this is found first in china,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Oh not china! Again? Not to be trusted,oh not china again not to be trusted,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.3724}",-0.3724,Negative
NO just DON'T. The media made it 100 times worse last time with covid so NewsNation SHAME ON YOU.,no just dont the media made it 100 times worse last time with covid so newsnation shame on you,"{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.8261}",-0.8261,Negative
Im sorry but this news brief provided absolutely no useful information regarding this virus whatsoever,im sorry but this news brief provided absolutely no useful information regarding this virus whatsoever,"{'neg': 0.258, 'neu': 0.662, 'pos': 0.079, 'compound': -0.5002}",-0.5002,Negative
"fear aint cutting it anymore, thats why their is an uptick in ""fearmongering""",fear aint cutting it anymore thats why their is an uptick in fearmongering,"{'neg': 0.206, 'neu': 0.706, 'pos': 0.088, 'compound': -0.4272}",-0.4272,Negative
Do not let them get you fearful. Take care of yourself and live your life.,do not let them get you fearful take care of yourself and live your life,"{'neg': 0.165, 'neu': 0.67, 'pos': 0.165, 'compound': 0.0}",0.0,Neutral
"Biden needs to bring back the mask mandates right now! We have been through this before and we know that masks saves lives. My 85yr young grandma would die from this HMPV. ""We're Still All In This Together""",biden needs to bring back the mask mandates right now we have been through this before and we know that masks saves lives my 85yr young grandma would die from this hmpv were still all in this together,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
Right ban all flights out of that place now !,right ban all flights out of that place now,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
I'm not surprised but what's going on!  Still it's not over since five  years ago to present!,im not surprised but whats going on still its not over since five years ago to present,"{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.0857}",-0.0857,Negative
"What lab released it this time. Trump already won, little late.",what lab released it this time trump already won little late,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}",0.5719,Positive
"I'm not going after NewsNation. The timing of China releasing cases of these hospitalizations is uncanny.  HMPV has been around since 2001, it's a ""cousin"" to other common viruses. China is trying to throw the world back into a massive panic right before Dodo Head gets sworn in. I'm more worried about him than HMPV.",im not going after newsnation the timing of china releasing cases of these hospitalizations is uncanny hmpv has been around since 2001 its a cousin to other common viruses china is trying to throw the world back into a massive panic right before dodo head gets sworn in im more worried about him than hmpv,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.6997}",-0.6997,Negative
We will not comply!,we will not comply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"""Ah sh*t here we go again""",ah sht here we go again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Oh ofcourse this kind of bs will happen, soon as trump is about to take office...the last coronavirus was complete bs, it's still in the air we breath and we aint dying from it",oh ofcourse this kind of bs will happen soon as trump is about to take officethe last coronavirus was complete bs its still in the air we breath and we aint dying from it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
 seem to be caught in a time loop. Can we not do this again.,seem to be caught in a time loop can we not do this again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"â€œMistery virusâ€? Nope, itâ€:trade_mark:s not a new virus.",âœmistery virusâ nope itâtrade_marks not a new virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Get out. I will NOT comply.,get out i will not comply,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This is all to destroy Trumps presidency.  Despicable.,this is all to destroy trumps presidency despicable,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
What is going on over there?,what is going on over there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Oh great ðŸ˜¢,oh great ðÿ,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,Positive
Timing of this???,timing of this,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I'VE PLAYED THESE GAMES BEFORE
I SAID I'VE PLAYED THESE GAMES BEFORE",ive played these games before i said ive played these games before,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.5859,Positive
"I have this virus right now, I'm in South Africa ðŸ‡¿ðŸ‡¦",i have this virus right now im in south africa ðÿðÿ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I hope i will claim wfh hope even that happen pandemic again.. God be with us....,i hope i will claim wfh hope even that happen pandemic again god be with us,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.7845}",0.7845,Positive
The second great virus war began from now ðŸ˜‚,the second great virus war began from now ðÿ,"{'neg': 0.26, 'neu': 0.467, 'pos': 0.273, 'compound': 0.0516}",0.0516,Positive
Please Chinese people ðŸ:trade_mark:ðŸ¼ please stop eating any kind of meatsâ€¦,please chinese people ðÿtrade_markðÿ¼ please stop eating any kind of meatsâ,"{'neg': 0.149, 'neu': 0.541, 'pos': 0.311, 'compound': 0.34}",0.34,Positive
Season 2 hip-hop ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ very dangerous,season 2 hiphop ðÿðÿðÿðÿ very dangerous,"{'neg': 0.404, 'neu': 0.596, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
chapter 2..............................................,chapter 2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Tump stop this crazy Chinese country,tump stop this crazy chinese country,"{'neg': 0.553, 'neu': 0.447, 'pos': 0.0, 'compound': -0.6059}",-0.6059,Negative
I am so sick of china supporting countries who do harm to westerners who threaten small countries who spread virus all over world and just is a country the civilized world can do with out for sure. Long live Taiwan ðŸ‡¹ðŸ‡¼,i am so sick of china supporting countries who do harm to westerners who threaten small countries who spread virus all over world and just is a country the civilized world can do with out for sure long live taiwan ðÿ¹ðÿ¼,"{'neg': 0.201, 'neu': 0.698, 'pos': 0.101, 'compound': -0.7304}",-0.7304,Negative
