Cleaned_Translated_Comment,VADER_Sentiment,Label_Encoded_Sentiment
sarkar se ummid chhor do khud mask lagao precautions lo,Neutral,1
dangerous h bhai why do you believe china usne pehle bhi esa kiya tha,Negative,0
agar ye virus normal hota to itne sare testing kyun its really bad for people than corona ,Negative,0
flight should be closed immediately,Neutral,1
stop travelling china,Negative,0
covid ka vaccine ka keya aur china me honeke aur ek karan chinese vaccine jo failed huya tha ye bhi research kare ya midea fir se lockdown karbana chata hai,Negative,0
khelega free fire ,Positive,2
lockdown laga do please wfh krna hai,Positive,2
only indian media spreading this news why,Neutral,1
school band karo,Neutral,1
class 10 and class 12th board wale students ke maje maje hai if lockdown occur  i am also in class 12th ,Neutral,1
im ready 10 exam ,Positive,2
1k subscribe registered,Neutral,1
paper be agaya or new virus be ,Neutral,1
gamers are watching here ,Neutral,1
squid game s 2 promoted in china ,Positive,2
wtf  season 2 ,Negative,0
no problemsindians need not worrythere are different viruses in the society as well,Neutral,1
covid 19 ep 1 this virash ep 2 start ,Neutral,1
stop international flights immediately,Negative,0
do precautions as soon possiblejo possible ho do fast in india ban aeroplane from outside,Negative,0
koi information bhi nhi deti china government ki koi precaution le dusri desh m koi effect na pade pr y log nhi sudhrenge,Neutral,1
china be like 0 population ,Positive,2
just stay fit guys pray to god daily improve your immunity thats sit  ,Positive,2
happy new year sb youtube family ,Positive,2
really,Neutral,1
im not afraid of dying because in the end everyone dies and goes back to the earth some just leave earlier than others life is simple most people just eat sleep work and repeat sometimes they exercise travel or track their progress but its mostly the same routine the real fear today is money the government is corrupt making the rich richer while the poor become poorer in india being a boy doesnt seem to have any benefits it feels like bad luck girls have so many advantages like pensions for no real reason or schemes just to get votes it doesnt make sense one thing is certain family background matters a lot if someone is born into a rich family they have a much better chance of succeeding,Positive,2
wowregistered,Neutral,1
please protect our earth,Positive,2
china covid season 2 le aayaregistered,Neutral,1
should i prepare for exams or not,Neutral,1
fake news channel me fake news,Negative,0
i want this cause 12 exams coming,Positive,2
old news,Neutral,1
china ki flights ki incoming outgoing band karni chahiye,Positive,2
sudhir ji is good news reporter nice presentation ,Positive,2
well explained sudhirji thanks ,Positive,2
bord ka exam march main hai,Neutral,1
season 2 is out now ,Neutral,1
modi govt should take precautions as soon as possible to save people,Positive,2
doctors are going to be millioner,Neutral,1
there is solution for every problem in this universe  but if once our hair will grey cant be reversed to naturally black ,Neutral,1
new episod season 2,Neutral,1
happy new year chin k traf se,Positive,2
gamers reddy ho jao   old days vapis,Neutral,1
what indian government is doing,Neutral,1
thanks for information sir,Positive,2
 hats of china,Neutral,1
welcome hmpv in corona virusmatic universe,Positive,2
china is making sin other country will be suffered bhagwan unko sad budhdhi de our govt needs to be alert,Negative,0
who is always late to notice this,Neutral,1
stop today visit in china,Negative,0
ban china and every supplies we buy from them need to take precautions quickly,Negative,0
india needs to be careful,Positive,2
guys hum alert rehna chahiye,Positive,2
comeback covid bhai ,Neutral,1
china have very responsible government they dont spread or endorse rumors,Positive,2
chin se sare contact tod dena chahiye hamesha k liye,Neutral,1
chinese are eating all except human why we suffer for them ban all chinese people from everywhere,Negative,0
chi what a shit country yaar,Negative,0
should banned the international flights,Negative,0
maine 1 client ka facial kiya tha,Neutral,1
mujhe 5din pehle bohht takleef hui mera sans bnd ho raha tha jese covid mei hua tha meri heart beat b booht badhi,Neutral,1
we want lockdown ,Positive,2
covid 19 covid 25,Neutral,1
tere news vairas,Neutral,1
only another covid can fix my life  love you covid,Positive,2
waiting for lockdown season for 1 year,Neutral,1
covid 20 season 2,Neutral,1
bodidharma help china before dealing with some diseases,Positive,2
most of dangerous communicable disease spread from china ie plaguesorscorona,Negative,0
only good news for students,Positive,2
why are you spreading false news,Neutral,1
hats off to china and jinping,Neutral,1
studenthappy happy ,Positive,2
please stop fake advertising you cannot get chinese news,Negative,0
indian government should take important steps,Positive,2
i need lockdown but in 2026 not 2025 kai contract liya maine ,Neutral,1
the business of fear starts again congratulations,Positive,2
this is fake dont trust these social media,Negative,0
thanks for this video chaudhary sahab,Positive,2
these are durty people in world,Neutral,1
modi ji se kaho ki abhi se outside flight  banned  kar de all flights  from chinas should be stop ,Negative,0
 2020 ka aur 2025 ka calendar dekho frist three days january 123 kus notice kia,Negative,0
flight band kr lena chahiye government ko,Neutral,1
chaina sabse ghtya country haisab kuch kha jatey hai aur bhugatna ek ek country ko prta haiinko puri dunya se alag krna chaiye sabhi country ko mil k inkey liye strict action lna chahiye,Neutral,1
china se flight band honi chahiye,Neutral,1
india should cancel all flights from china,Negative,0
govt must take prior precautions and initiative to control it,Neutral,1
airport strictly active with full check,Positive,2
phir see lockdown copyright,Neutral,1
virus coming soon 2025,Neutral,1
mr sufhir please you donyuse m number,Positive,2
india mei na aye or lockdown na ho ,Neutral,1
lockdown lagna chahiye abhi se,Neutral,1
virus discovered by who,Neutral,1
thenk you,Neutral,1
our respective govt should restart lockdown again before our indian public come in trap at least for 2 years again online classes for all students should be restarted for da betterment of our children,Positive,2
hopefully indian gov sahi se health sector me plan kare nahi toh pahile jaise rato raat lockdown kar logo ki asise taisi na kare,Positive,2
very good population will decreasing,Positive,2
welcome,Positive,2
government be alert to transportation like as airport railway bus stationwater ways etc,Positive,2
come back ,Neutral,1
new season episode 1,Neutral,1
in the time corona kid were stolen more and cold fever are the natural digged no cobead doctor wants to still kidney again,Negative,0
yaani board exam fir cancell ,Neutral,1
worng news actually modi ne china ko india ke land bech de,Neutral,1
pollution free ,Positive,2
china key ami ek ghora thakbeer,Neutral,1
omg  god bless everyone  prayers required dont forget this kisi ko cheat na karo dhokha na do be good in books of god radhe radhe ,Positive,2
need to isolate china then,Negative,0
why such laboratory invention by who institution strictly stop for such invention which surch on animals,Negative,0
1000 years lockdown ,Neutral,1
bhai lockdown lagega school ki chutti exam online ,Neutral,1
covid se jyada pollution se mar rhe hain log abhi currently and pollution is a serious issue because it causes lung  disease and asthma toh sarkar ko filhaal virus ko chhod ke pollution ka solution nikalna chahiye,Positive,2
negative news more views trp,Negative,0
lockdown lagna chahiye school college band kar dena chahiye,Neutral,1
international flight band ho,Neutral,1
uttarakhand aao fresh air h,Positive,2
praise the lord jesus  ,Positive,2
ye to khush khabri hai 10th and 12th students ke liye ,Neutral,1
china  happy new virus  happy journey ,Positive,2
internetn niosonl air linece band kar dena chahiye,Neutral,1
bhot maja ayega lock down again,Neutral,1
please come ,Positive,2
new year mubarak ho ,Neutral,1
covid 24 ,Neutral,1
govt kuch toh action le china se sb flights band hona chahiye isse phle ki 2020 jesa mahol ho india me,Neutral,1
bad news for indians  good news for class 1012 students ,Negative,0
